Ingredient,DF,Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Key,Patent_No,Patent_Expire_Date_Text,Patent_Drug_Substance_Flag,Patent_Drug_Product_Flag,Patent_Use_Code,Patent_Delist_Flag,Patent_Submission_Date,Exclusivity_Code,Exclusivity_Date
CELECOXIB,CAPSULE,ORAL,CELECOXIB,MYLAN PHARMS INC,400MG,A,78857,4,AB,2/11/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,78857-4,,,,,,,,,
NABILONE,CAPSULE,ORAL,CESAMET,MYLAN SPECIALITY LP,1MG,N,18677,1,,12/26/1985,Yes,Yes,RX,MYLAN SPECIALTY LP,18677-1,,,,,,,,,
CHLORDIAZEPOXIDE HYDROCHLORIDE,CAPSULE,ORAL,CHLORDIAZEPOXIDE HYDROCHLORIDE,MYLAN,5MG,A,84886,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,84886-1,,,,,,,,,
CHLORDIAZEPOXIDE HYDROCHLORIDE,CAPSULE,ORAL,CHLORDIAZEPOXIDE HYDROCHLORIDE,MYLAN,10MG,A,84601,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,84601-1,,,,,,,,,
CHLORDIAZEPOXIDE HYDROCHLORIDE,CAPSULE,ORAL,CHLORDIAZEPOXIDE HYDROCHLORIDE,MYLAN,25MG,A,84887,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,84887-1,,,,,,,,,
CITALOPRAM HYDROBROMIDE,CAPSULE,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN PHARMS INC,EQ 10MG BASE,A,77668,1,,2/28/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77668-1,,,,,,,,,
CITALOPRAM HYDROBROMIDE,CAPSULE,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN PHARMS INC,EQ 20MG BASE,A,77668,2,,2/28/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77668-2,,,,,,,,,
CITALOPRAM HYDROBROMIDE,CAPSULE,ORAL,CITALOPRAM HYDROBROMIDE,MYLAN PHARMS INC,EQ 40MG BASE,A,77668,3,,2/28/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77668-3,,,,,,,,,
CLINDAMYCIN HYDROCHLORIDE,CAPSULE,ORAL,CLINDAMYCIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 75MG BASE,A,91225,1,,5/31/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,91225-1,,,,,,,,,
CLINDAMYCIN HYDROCHLORIDE,CAPSULE,ORAL,CLINDAMYCIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 150MG BASE,A,91225,2,,5/31/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,91225-2,,,,,,,,,
CLINDAMYCIN HYDROCHLORIDE,CAPSULE,ORAL,CLINDAMYCIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 300MG BASE,A,91225,3,,5/31/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,91225-3,,,,,,,,,
CLOMIPRAMINE HYDROCHLORIDE,CAPSULE,ORAL,CLOMIPRAMINE HYDROCHLORIDE,MYLAN,25MG,A,74947,1,AB,4/30/1998,No,No,RX,MYLAN PHARMACEUTICALS INC,74947-1,,,,,,,,,
CLOMIPRAMINE HYDROCHLORIDE,CAPSULE,ORAL,CLOMIPRAMINE HYDROCHLORIDE,MYLAN,50MG,A,74947,2,AB,4/30/1998,No,No,RX,MYLAN PHARMACEUTICALS INC,74947-2,,,,,,,,,
CLOMIPRAMINE HYDROCHLORIDE,CAPSULE,ORAL,CLOMIPRAMINE HYDROCHLORIDE,MYLAN,75MG,A,74947,3,AB,4/30/1998,No,No,RX,MYLAN PHARMACEUTICALS INC,74947-3,,,,,,,,,
CLORAZEPATE DIPOTASSIUM,CAPSULE,ORAL,CLORAZEPATE DIPOTASSIUM,MYLAN,3.75MG,A,71509,1,,10/19/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71509-1,,,,,,,,,
CLORAZEPATE DIPOTASSIUM,CAPSULE,ORAL,CLORAZEPATE DIPOTASSIUM,MYLAN,7.5MG,A,71510,1,,10/19/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71510-1,,,,,,,,,
CLORAZEPATE DIPOTASSIUM,CAPSULE,ORAL,CLORAZEPATE DIPOTASSIUM,MYLAN,15MG,A,71511,1,,10/19/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71511-1,,,,,,,,,
CYSTEAMINE BITARTRATE,CAPSULE,ORAL,CYSTAGON,MYLAN,EQ 50MG BASE,N,20392,1,,8/15/1994,Yes,No,RX,MYLAN PHARMACEUTICALS INC,20392-1,,,,,,,,,
CYSTEAMINE BITARTRATE,CAPSULE,ORAL,CYSTAGON,MYLAN,EQ 150MG BASE,N,20392,2,,8/15/1994,Yes,Yes,RX,MYLAN PHARMACEUTICALS INC,20392-2,,,,,,,,,
DICYCLOMINE HYDROCHLORIDE,CAPSULE,ORAL,DICYCLOMINE HYDROCHLORIDE,MYLAN,10MG,A,40319,1,AB,9/7/1999,No,No,RX,MYLAN PHARMACEUTICALS INC,40319-1,,,,,,,,,
OLSALAZINE SODIUM,CAPSULE,ORAL,DIPENTUM,MYLAN SPECIALITY LP,250MG,N,19715,1,,7/31/1990,Yes,Yes,RX,MYLAN SPECIALTY LP,19715-1,,,,,,,,,
DISOPYRAMIDE PHOSPHATE,CAPSULE,ORAL,DISOPYRAMIDE PHOSPHATE,MYLAN,EQ 100MG BASE,A,70138,1,,6/14/1985,No,No,DISCN,MYLAN PHARMACEUTICALS INC,70138-1,,,,,,,,,
DISOPYRAMIDE PHOSPHATE,CAPSULE,ORAL,DISOPYRAMIDE PHOSPHATE,MYLAN,EQ 150MG BASE,A,70139,1,,6/14/1985,No,No,DISCN,MYLAN PHARMACEUTICALS INC,70139-1,,,,,,,,,
DOXEPIN HYDROCHLORIDE,CAPSULE,ORAL,DOXEPIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 10MG BASE,A,70791,2,AB,5/13/1986,No,No,RX,MYLAN PHARMACEUTICALS INC,70791-2,,,,,,,,,
DOXEPIN HYDROCHLORIDE,CAPSULE,ORAL,DOXEPIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 25MG BASE,A,70791,3,AB,5/13/1986,No,Yes,RX,MYLAN PHARMACEUTICALS INC,70791-3,,,,,,,,,
DOXEPIN HYDROCHLORIDE,CAPSULE,ORAL,DOXEPIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 50MG BASE,A,70791,1,AB,5/13/1986,No,No,RX,MYLAN PHARMACEUTICALS INC,70791-1,,,,,,,,,
DOXEPIN HYDROCHLORIDE,CAPSULE,ORAL,DOXEPIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 75MG BASE,A,70791,4,AB,5/13/1986,No,No,RX,MYLAN PHARMACEUTICALS INC,70791-4,,,,,,,,,
DOXEPIN HYDROCHLORIDE,CAPSULE,ORAL,DOXEPIN HYDROCHLORIDE,MYLAN PHARMS INC,EQ 100MG BASE,A,70791,5,AB,5/13/1986,No,Yes,RX,MYLAN PHARMACEUTICALS INC,70791-5,,,,,,,,,
DOXYCYCLINE,CAPSULE,ORAL,DOXYCYCLINE,MYLAN PHARMS INC,EQ 150MG BASE,A,202778,1,AB,6/8/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,202778-1,,,,,,,,,
DOXYCYCLINE HYCLATE,CAPSULE,ORAL,DOXYCYCLINE HYCLATE,MYLAN,EQ 50MG BASE,A,62337,1,AB,3/29/1982,No,No,RX,MYLAN PHARMACEUTICALS INC,62337-1,,,,,,,,,
DOXYCYCLINE HYCLATE,CAPSULE,ORAL,DOXYCYCLINE HYCLATE,MYLAN,EQ 100MG BASE,A,62337,2,AB,3/29/1982,No,No,RX,MYLAN PHARMACEUTICALS INC,62337-2,,,,,,,,,
DUTASTERIDE,CAPSULE,ORAL,DUTASTERIDE,MYLAN PHARMS INC,0.5MG,A,203241,1,,6/14/2016,No,No,DISCN,MYLAN PHARMACEUTICALS INC,203241-1,,,,,,,,,
ESCITALOPRAM OXALATE,CAPSULE,ORAL,ESCITALOPRAM OXALATE,MYLAN PHARMS INC,EQ 5MG BASE,A,77660,1,,7/31/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77660-1,,,,,,,,,
ESCITALOPRAM OXALATE,CAPSULE,ORAL,ESCITALOPRAM OXALATE,MYLAN PHARMS INC,EQ 10MG BASE,A,77660,2,,7/31/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77660-2,,,,,,,,,
ESCITALOPRAM OXALATE,CAPSULE,ORAL,ESCITALOPRAM OXALATE,MYLAN PHARMS INC,EQ 20MG BASE,A,77660,3,,7/31/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77660-3,,,,,,,,,
ETODOLAC,CAPSULE,ORAL,ETODOLAC,MYLAN,200MG,A,74932,1,,5/16/1997,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74932-1,,,,,,,,,
ETODOLAC,CAPSULE,ORAL,ETODOLAC,MYLAN,200MG,A,75071,1,,9/30/1998,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75071-1,,,,,,,,,
ETODOLAC,CAPSULE,ORAL,ETODOLAC,MYLAN,300MG,A,74932,2,,5/16/1997,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74932-2,,,,,,,,,
ETODOLAC,CAPSULE,ORAL,ETODOLAC,MYLAN,300MG,A,75071,2,,9/30/1998,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75071-2,,,,,,,,,
ETOPOSIDE,CAPSULE,ORAL,ETOPOSIDE,MYLAN,50MG,A,75635,1,,9/19/2001,No,Yes,RX,MYLAN PHARMACEUTICALS INC,75635-1,,,,,,,,,
PHENYTOIN SODIUM,CAPSULE,ORAL,EXTENDED PHENYTOIN SODIUM,MYLAN,100MG EXTENDED,A,40298,1,AB,12/28/1998,No,No,RX,MYLAN PHARMACEUTICALS INC,40298-1,,,,,,,,,
FENOFIBRATE,CAPSULE,ORAL,FENOFIBRATE (MICRONIZED),MYLAN PHARMS INC,43MG,A,202579,1,AB,1/10/2013,No,No,RX,MYLAN PHARMACEUTICALS INC,202579-1,,,,,,,,,
FENOFIBRATE,CAPSULE,ORAL,FENOFIBRATE (MICRONIZED),MYLAN PHARMS INC,67MG,A,202676,1,AB,10/23/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,202676-1,,,,,,,,,
FENOFIBRATE,CAPSULE,ORAL,FENOFIBRATE (MICRONIZED),MYLAN PHARMS INC,130MG,A,202579,2,AB,1/10/2013,No,No,RX,MYLAN PHARMACEUTICALS INC,202579-2,,,,,,,,,
FENOFIBRATE,CAPSULE,ORAL,FENOFIBRATE (MICRONIZED),MYLAN PHARMS INC,134MG,A,202676,2,AB,10/23/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,202676-2,,,,,,,,,
FENOFIBRATE,CAPSULE,ORAL,FENOFIBRATE (MICRONIZED),MYLAN PHARMS INC,200MG,A,202676,3,AB,10/23/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,202676-3,,,,,,,,,
FLUOXETINE HYDROCHLORIDE,CAPSULE,ORAL,FLUOXETINE HYDROCHLORIDE,MYLAN,EQ 10MG BASE,A,75207,1,,1/30/2002,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75207-1,,,,,,,,,
FLUOXETINE HYDROCHLORIDE,CAPSULE,ORAL,FLUOXETINE HYDROCHLORIDE,MYLAN,EQ 10MG BASE,A,78045,1,,11/17/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78045-1,,,,,,,,,
FLUOXETINE HYDROCHLORIDE,CAPSULE,ORAL,FLUOXETINE HYDROCHLORIDE,MYLAN,EQ 20MG BASE,A,75207,2,,1/30/2002,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75207-2,,,,,,,,,
FLUOXETINE HYDROCHLORIDE,CAPSULE,ORAL,FLUOXETINE HYDROCHLORIDE,MYLAN,EQ 20MG BASE,A,78045,2,,11/17/2008,No,Yes,RX,MYLAN PHARMACEUTICALS INC,78045-2,,,,,,,,,
FLUOXETINE HYDROCHLORIDE,CAPSULE,ORAL,FLUOXETINE HYDROCHLORIDE,MYLAN,EQ 40MG BASE,A,75207,3,,5/25/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75207-3,,,,,,,,,
FLUOXETINE HYDROCHLORIDE,CAPSULE,ORAL,FLUOXETINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 10MG BASE,A,75577,1,,1/29/2002,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75577-1,,,,,,,,,
FLUOXETINE HYDROCHLORIDE,CAPSULE,ORAL,FLUOXETINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 20MG BASE,A,75577,2,,1/29/2002,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75577-2,,,,,,,,,
FLURAZEPAM HYDROCHLORIDE,CAPSULE,ORAL,FLURAZEPAM HYDROCHLORIDE,MYLAN PHARMS INC,15MG,A,70345,2,,11/27/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,70345-2,,,,,,,,,
FLURAZEPAM HYDROCHLORIDE,CAPSULE,ORAL,FLURAZEPAM HYDROCHLORIDE,MYLAN PHARMS INC,30MG,A,70345,1,,11/27/1985,No,Yes,RX,MYLAN PHARMACEUTICALS INC,70345-1,,,,,,,,,
FLUTAMIDE,CAPSULE,ORAL,FLUTAMIDE,MYLAN,125MG,A,76224,1,,5/9/2003,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76224-1,,,,,,,,,
FLUVASTATIN SODIUM,CAPSULE,ORAL,FLUVASTATIN SODIUM,MYLAN PHARMS INC,EQ 20MG BASE,A,90595,1,AB,4/11/2012,No,No,RX,MYLAN PHARMACEUTICALS INC.,90595-1,,,,,,,,,
FLUVASTATIN SODIUM,CAPSULE,ORAL,FLUVASTATIN SODIUM,MYLAN PHARMS INC,EQ 40MG BASE,A,90595,2,AB,4/11/2012,No,Yes,RX,MYLAN PHARMACEUTICALS INC.,90595-2,,,,,,,,,
GABAPENTIN,CAPSULE,ORAL,GABAPENTIN,MYLAN,100MG,A,90158,1,AB,2/14/2011,No,No,RX,MYLAN PHARMACEUTICALS INC,90158-1,,,,,,,,,
GABAPENTIN,CAPSULE,ORAL,GABAPENTIN,MYLAN,300MG,A,90158,2,AB,2/14/2011,No,No,RX,MYLAN PHARMACEUTICALS INC,90158-2,,,,,,,,,
GABAPENTIN,CAPSULE,ORAL,GABAPENTIN,MYLAN,400MG,A,90158,3,AB,2/14/2011,No,No,RX,MYLAN PHARMACEUTICALS INC,90158-3,,,,,,,,,
GEMFIBROZIL,CAPSULE,ORAL,GEMFIBROZIL,MYLAN,300MG,A,73466,1,,1/25/1993,No,No,DISCN,MYLAN PHARMACEUTICALS INC,73466-1,,,,,,,,,
HYDROCHLOROTHIAZIDE,CAPSULE,ORAL,HYDROCHLOROTHIAZIDE,MYLAN,12.5MG,A,75640,1,AB,1/28/2000,No,No,RX,MYLAN PHARMACEUTICALS INC,75640-1,,,,,,,,,
IMIPRAMINE PAMOATE,CAPSULE,ORAL,IMIPRAMINE PAMOATE,MYLAN PHARMS INC,EQ 75MG HYDROCHLORIDE,A,202338,1,,6/28/2013,No,No,DISCN,MYLAN PHARMACEUTICALS INC,202338-1,,,,,,,,,
IMIPRAMINE PAMOATE,CAPSULE,ORAL,IMIPRAMINE PAMOATE,MYLAN PHARMS INC,EQ 100MG HYDROCHLORIDE,A,202338,2,,6/28/2013,No,No,DISCN,MYLAN PHARMACEUTICALS INC,202338-2,,,,,,,,,
IMIPRAMINE PAMOATE,CAPSULE,ORAL,IMIPRAMINE PAMOATE,MYLAN PHARMS INC,EQ 125MG HYDROCHLORIDE,A,202338,3,,6/28/2013,No,No,DISCN,MYLAN PHARMACEUTICALS INC,202338-3,,,,,,,,,
IMIPRAMINE PAMOATE,CAPSULE,ORAL,IMIPRAMINE PAMOATE,MYLAN PHARMS INC,EQ 150MG HYDROCHLORIDE,A,202338,4,,6/28/2013,No,No,DISCN,MYLAN PHARMACEUTICALS INC,202338-4,,,,,,,,,
INDOMETHACIN,CAPSULE,ORAL,INDOMETHACIN,MYLAN,25MG,N,18858,1,AB,4/20/1984,No,No,RX,MYLAN PHARMACEUTICALS INC,18858-1,,,,,,,,,
INDOMETHACIN,CAPSULE,ORAL,INDOMETHACIN,MYLAN,50MG,A,70624,1,AB,9/4/1985,No,Yes,RX,MYLAN PHARMACEUTICALS INC,70624-1,,,,,,,,,
INDOMETHACIN,CAPSULE,ORAL,INDOMETHACIN,MYLAN,50MG,N,18858,2,,4/20/1984,No,No,DISCN,MYLAN PHARMACEUTICALS INC,18858-2,,,,,,,,,
ITRACONAZOLE,CAPSULE,ORAL,ITRACONAZOLE,MYLAN PHARMS INC,100MG,A,200463,1,AB,7/20/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,200463-1,,,,,,,,,
KETOPROFEN,CAPSULE,ORAL,KETOPROFEN,MYLAN,50MG,A,74035,2,,12/31/1996,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74035-2,,,,,,,,,
KETOPROFEN,CAPSULE,ORAL,KETOPROFEN,MYLAN,75MG,A,74035,3,,12/31/1996,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74035-3,,,,,,,,,
LITHIUM CARBONATE,CAPSULE,ORAL,LITHIUM CARBONATE,MYLAN PHARMS INC,150MG,A,76243,2,AB,2/24/2003,No,No,RX,MYLAN PHARMACEUTICALS INC,76243-2,,,,,,,,,
LITHIUM CARBONATE,CAPSULE,ORAL,LITHIUM CARBONATE,MYLAN PHARMS INC,300MG,A,76243,1,AB,6/27/2002,No,No,RX,MYLAN PHARMACEUTICALS INC,76243-1,,,,,,,,,
LITHIUM CARBONATE,CAPSULE,ORAL,LITHIUM CARBONATE,MYLAN PHARMS INC,600MG,A,78763,1,AB,4/15/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78763-1,,,,,,,,,
LOPERAMIDE HYDROCHLORIDE,CAPSULE,ORAL,LOPERAMIDE HYDROCHLORIDE,MYLAN,2MG,A,72741,1,AB,9/18/1991,No,Yes,RX,MYLAN PHARMACEUTICALS INC,72741-1,,,,,,,,,
LOXAPINE SUCCINATE,CAPSULE,ORAL,LOXAPINE SUCCINATE,MYLAN,EQ 5MG BASE,A,76762,1,AB,11/1/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76762-1,,,,,,,,,
LOXAPINE SUCCINATE,CAPSULE,ORAL,LOXAPINE SUCCINATE,MYLAN,EQ 10MG BASE,A,76762,2,AB,11/1/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76762-2,,,,,,,,,
LOXAPINE SUCCINATE,CAPSULE,ORAL,LOXAPINE SUCCINATE,MYLAN,EQ 25MG BASE,A,76762,3,AB,11/1/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76762-3,,,,,,,,,
LOXAPINE SUCCINATE,CAPSULE,ORAL,LOXAPINE SUCCINATE,MYLAN,EQ 50MG BASE,A,76762,4,AB,11/1/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76762-4,,,,,,,,,
MECLOFENAMATE SODIUM,CAPSULE,ORAL,MECLOFENAMATE SODIUM,MYLAN,EQ 50MG BASE,A,71081,2,,9/3/1986,No,No,RX,MYLAN PHARMACEUTICALS INC,71081-2,,,,,,,,,
MECLOFENAMATE SODIUM,CAPSULE,ORAL,MECLOFENAMATE SODIUM,MYLAN,EQ 100MG BASE,A,71081,1,,9/3/1986,No,Yes,RX,MYLAN PHARMACEUTICALS INC,71081-1,,,,,,,,,
MYCOPHENOLATE MOFETIL,CAPSULE,ORAL,MYCOPHENOLATE MOFETIL,MYLAN,250MG,A,65520,1,AB,5/4/2009,No,No,RX,MYLAN PHARMACEUTICALS INC,65520-1,,,,,,,,,
NICARDIPINE HYDROCHLORIDE,CAPSULE,ORAL,NICARDIPINE HYDROCHLORIDE,MYLAN,20MG,A,74642,1,AB,7/18/1996,No,No,RX,MYLAN PHARMACEUTICALS INC,74642-1,,,,,,,,,
NICARDIPINE HYDROCHLORIDE,CAPSULE,ORAL,NICARDIPINE HYDROCHLORIDE,MYLAN,30MG,A,74642,2,AB,7/18/1996,No,Yes,RX,MYLAN PHARMACEUTICALS INC,74642-2,,,,,,,,,
"NITROFURANTOIN, MACROCRYSTALLINE",CAPSULE,ORAL,NITROFURANTOIN,MYLAN,50MG,A,74967,1,AB,7/9/1997,No,No,RX,MYLAN PHARMACEUTICALS INC,74967-1,,,,,,,,,
"NITROFURANTOIN, MACROCRYSTALLINE",CAPSULE,ORAL,NITROFURANTOIN,MYLAN,100MG,A,74967,2,,7/9/1997,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74967-2,,,,,,,,,
"NITROFURANTOIN, MACROCRYSTALLINE",CAPSULE,ORAL,NITROFURANTOIN,MYLAN,100MG,A,77025,1,AB,8/18/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,77025-1,,,,,,,,,
"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE",CAPSULE,ORAL,NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),MYLAN,75MG;25MG,A,76648,1,AB,3/22/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76648-1,,,,,,,,,
NIZATIDINE,CAPSULE,ORAL,NIZATIDINE,MYLAN PHARMS INC,150MG,A,75806,1,AB,7/5/2002,No,No,RX,MYLAN PHARMACEUTICALS INC.,75806-1,,,,,,,,,
NIZATIDINE,CAPSULE,ORAL,NIZATIDINE,MYLAN PHARMS INC,150MG,A,75934,1,,7/9/2002,No,No,DISCN,MYLAN PHARMACEUTICALS INC.,75934-1,,,,,,,,,
NIZATIDINE,CAPSULE,ORAL,NIZATIDINE,MYLAN PHARMS INC,300MG,A,75806,2,AB,7/5/2002,No,Yes,RX,MYLAN PHARMACEUTICALS INC.,75806-2,,,,,,,,,
NIZATIDINE,CAPSULE,ORAL,NIZATIDINE,MYLAN PHARMS INC,300MG,A,75934,2,,7/9/2002,No,No,DISCN,MYLAN PHARMACEUTICALS INC.,75934-2,,,,,,,,,
NORTRIPTYLINE HYDROCHLORIDE,CAPSULE,ORAL,NORTRIPTYLINE HYDROCHLORIDE,MYLAN,EQ 10MG BASE,A,74234,1,,7/26/1993,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74234-1,,,,,,,,,
NORTRIPTYLINE HYDROCHLORIDE,CAPSULE,ORAL,NORTRIPTYLINE HYDROCHLORIDE,MYLAN,EQ 25MG BASE,A,74234,2,,7/26/1993,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74234-2,,,,,,,,,
NORTRIPTYLINE HYDROCHLORIDE,CAPSULE,ORAL,NORTRIPTYLINE HYDROCHLORIDE,MYLAN,EQ 50MG BASE,A,74234,3,,7/26/1993,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74234-3,,,,,,,,,
NORTRIPTYLINE HYDROCHLORIDE,CAPSULE,ORAL,NORTRIPTYLINE HYDROCHLORIDE,MYLAN,EQ 75MG BASE,A,74234,4,,7/26/1993,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74234-4,,,,,,,,,
OXAZEPAM,CAPSULE,ORAL,OXAZEPAM,MYLAN,10MG,A,71713,1,,10/20/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71713-1,,,,,,,,,
OXAZEPAM,CAPSULE,ORAL,OXAZEPAM,MYLAN,15MG,A,71714,1,,10/20/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71714-1,,,,,,,,,
OXAZEPAM,CAPSULE,ORAL,OXAZEPAM,MYLAN,30MG,A,71715,1,,10/20/1987,No,No,DISCN,MYLAN PHARMACEUTICALS INC,71715-1,,,,,,,,,
PHENYTOIN SODIUM,CAPSULE,ORAL,PHENYTEK,MYLAN,200MG EXTENDED,A,40298,2,AB,12/6/2001,No,No,RX,MYLAN PHARMACEUTICALS INC,40298-2,,,,,,,,,
PHENYTOIN SODIUM,CAPSULE,ORAL,PHENYTEK,MYLAN,300MG EXTENDED,A,40298,3,AB,12/6/2001,No,Yes,RX,MYLAN PHARMACEUTICALS INC,40298-3,,,,,,,,,
PIROXICAM,CAPSULE,ORAL,PIROXICAM,MYLAN,10MG,A,74043,1,,9/22/1992,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74043-1,,,,,,,,,
PIROXICAM,CAPSULE,ORAL,PIROXICAM,MYLAN,10MG,A,74102,1,,7/31/1992,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74102-1,,,,,,,,,
PIROXICAM,CAPSULE,ORAL,PIROXICAM,MYLAN,20MG,A,74043,2,,9/22/1992,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74043-2,,,,,,,,,
PIROXICAM,CAPSULE,ORAL,PIROXICAM,MYLAN,20MG,A,74102,2,,7/31/1992,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74102-2,,,,,,,,,
PIROXICAM,CAPSULE,ORAL,PIROXICAM,MYLAN IRELAND LTD,10MG,A,74116,1,AB,6/15/1993,No,No,RX,MYLAN IRELAND LTD,74116-1,,,,,,,,,
PIROXICAM,CAPSULE,ORAL,PIROXICAM,MYLAN IRELAND LTD,20MG,A,74118,1,AB,6/15/1993,No,No,RX,MYLAN IRELAND LTD,74118-1,,,,,,,,,
PRAZOSIN HYDROCHLORIDE,CAPSULE,ORAL,PRAZOSIN HYDROCHLORIDE,MYLAN,EQ 1MG BASE,A,72575,3,AB,5/16/1989,No,No,RX,MYLAN PHARMACEUTICALS INC,72575-3,,,,,,,,,
PRAZOSIN HYDROCHLORIDE,CAPSULE,ORAL,PRAZOSIN HYDROCHLORIDE,MYLAN,EQ 2MG BASE,A,72575,2,AB,5/16/1989,No,No,RX,MYLAN PHARMACEUTICALS INC,72575-2,,,,,,,,,
PRAZOSIN HYDROCHLORIDE,CAPSULE,ORAL,PRAZOSIN HYDROCHLORIDE,MYLAN,EQ 5MG BASE,A,72575,1,AB,5/16/1989,No,No,RX,MYLAN PHARMACEUTICALS INC,72575-1,,,,,,,,,
PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,PROPOXYPHENE HYDROCHLORIDE,MYLAN,32MG,A,83528,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,83528-1,,,,,,,,,
PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,PROPOXYPHENE HYDROCHLORIDE,MYLAN,65MG,A,40569,1,,12/16/2004,No,No,DISCN,MYLAN PHARMACEUTICALS INC,40569-1,,,,,,,,,
PROPOXYPHENE HYDROCHLORIDE,CAPSULE,ORAL,PROPOXYPHENE HYDROCHLORIDE,MYLAN,65MG,A,83299,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,83299-1,,,,,,,,,
QUININE SULFATE,CAPSULE,ORAL,QUININE SULFATE,MYLAN PHARMS INC,324MG,A,202581,1,AB,12/14/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,202581-1,,,,,,,,,
RANITIDINE HYDROCHLORIDE,CAPSULE,ORAL,RANITIDINE HYDROCHLORIDE,MYLAN,EQ 150MG BASE,A,75564,1,,10/27/2000,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75564-1,,,,,,,,,
RANITIDINE HYDROCHLORIDE,CAPSULE,ORAL,RANITIDINE HYDROCHLORIDE,MYLAN,EQ 300MG BASE,A,75564,2,,10/27/2000,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75564-2,,,,,,,,,
